state,year,epi_week,rainfall_mm,temperature_c,humidity_pct
Abia,2022,23,63.199999999999996,25.495714285714286,89.46428571428571
Abia,2022,24,15.700000000000001,25.36285714285714,89.54142857142857
Abia,2022,25,33.83,24.85857142857143,91.19857142857143
Abia,2022,26,18.68,25.275714285714287,88.99428571428572
Abia,2022,27,53.650000000000006,25.07857142857143,91.04285714285713
Abia,2022,28,14.57,25.15285714285714,88.04857142857144
Abia,2022,29,23.39,24.967142857142857,87.44571428571429
Abia,2022,30,81.75999999999999,24.777142857142856,90.71714285714286
Abia,2022,31,16.82,24.92142857142857,87.23142857142857
Abia,2022,32,104.97,24.978571428571428,90.73428571428572
Abia,2022,33,10.16,24.87857142857143,88.03285714285714
Abia,2022,34,72.83,24.650000000000002,89.40857142857143
Abia,2022,35,47.75,25.324285714285715,88.10857142857142
Abia,2022,36,100.15,25.34,89.27142857142857
Abia,2022,37,44.97,25.235714285714288,89.92714285714285
Abia,2022,38,95.86,25.141428571428573,90.18285714285715
Abia,2022,39,80.43,24.514285714285712,90.69285714285715
Abia,2022,40,38.980000000000004,25.184285714285714,89.22714285714287
Abia,2022,41,32.68,25.807142857142857,86.78714285714285
Abia,2022,42,19.299999999999997,25.891428571428573,89.21428571428571
Abia,2022,43,26.84,26.157142857142855,85.59857142857142
Abia,2022,44,50.68,26.057142857142857,84.59857142857143
Abia,2022,45,10.030000000000001,26.407142857142855,84.53285714285714
Abia,2022,46,7.18,25.947142857142858,83.10857142857142
Abia,2022,47,1.18,25.904285714285717,78.04857142857144
Abia,2022,48,1.4,25.84857142857143,81.80571428571429
Abia,2022,49,1.65,25.292857142857144,81.45428571428572
Abia,2022,50,16.14,25.301428571428573,84.59
Abia,2022,51,0.02,23.98428571428571,68.28285714285714
Abia,2022,52,0.0,24.868571428571432,68.10714285714286
Abia,2023,1,0.71,25.074285714285715,72.95285714285714
Abia,2023,2,0.14,24.157142857142855,70.75285714285714
Abia,2023,3,0.61,25.48,75.63857142857144
Abia,2023,4,3.73,26.15857142857143,85.57142857142857
Abia,2023,5,2.2,26.077142857142857,87.30571428571429
Abia,2023,6,5.38,26.90857142857143,79.67285714285715
Abia,2023,7,0.0,24.845714285714287,63.32285714285714
Abia,2023,8,11.07,26.25142857142857,79.91571428571429
Abia,2023,9,16.09,26.47714285714286,87.80999999999999
Abia,2023,10,27.82,26.448571428571427,87.31714285714285
Abia,2023,11,29.599999999999998,26.03,86.21714285714286
Abia,2023,12,24.61,25.972857142857144,85.28857142857143
Abia,2023,13,13.74,26.645714285714288,84.83571428571429
Abia,2023,14,35.32,26.664285714285715,87.11428571428571
Abia,2023,15,16.759999999999998,26.975714285714282,87.27428571428571
Abia,2023,16,26.21,26.858571428571427,87.65857142857143
Abia,2023,17,11.82,26.45,86.98857142857142
Abia,2023,18,14.22,26.451428571428572,85.74857142857142
Abia,2023,19,11.739999999999998,27.181428571428572,86.39142857142858
Abia,2023,20,38.5,26.984285714285715,89.29142857142857
Abia,2023,21,23.78,26.818571428571428,89.62571428571428
Abia,2023,22,31.580000000000002,26.321428571428573,89.76428571428572
Abia,2023,23,90.84,25.71857142857143,90.46285714285715
Abia,2023,24,37.96,25.891428571428573,88.56714285714285
Abia,2023,25,92.26,25.174285714285713,90.80714285714285
Abia,2023,26,86.72,25.095714285714287,91.92142857142858
Abia,2023,27,73.88,25.67571428571429,89.29857142857144
Abia,2023,28,41.0,26.00714285714286,89.07285714285715
Abia,2023,29,49.3,25.687142857142856,91.78428571428572
Abia,2023,30,82.44,25.685714285714287,90.1842857142857
Abia,2023,31,7.21,25.39428571428571,89.40285714285714
Abia,2023,32,23.81,25.56,89.26285714285714
Abia,2023,33,15.04,25.804285714285715,89.01428571428572
Abia,2023,34,17.59,25.707142857142856,90.34714285714286
Abia,2023,35,52.589999999999996,25.67142857142857,89.51142857142858
Abia,2023,36,96.36,25.59142857142857,89.88428571428572
Abia,2023,37,29.25,25.611428571428572,90.98285714285714
Abia,2023,38,48.39,25.601428571428574,90.01285714285714
Abia,2023,39,45.379999999999995,26.301428571428573,89.84857142857143
Abia,2023,40,34.160000000000004,25.957142857142856,90.5442857142857
Abia,2023,41,78.11,25.990000000000002,90.39571428571428
Abia,2023,42,38.339999999999996,26.169999999999998,89.50428571428571
Abia,2023,43,14.57,25.824285714285715,91.00999999999999
Abia,2023,44,29.98,26.178571428571427,89.28571428571429
Abia,2023,45,7.77,26.192857142857143,90.76571428571428
Abia,2023,46,16.62,26.342857142857145,87.95857142857143
Abia,2023,47,12.04,26.035714285714285,89.33428571428571
Abia,2023,48,7.87,26.627142857142854,86.97
Abia,2023,49,0.27,26.611428571428572,84.81142857142858
Abia,2023,50,0.12000000000000001,25.695714285714285,70.05428571428571
Abia,2023,51,0.08,26.41,78.05142857142857
Abia,2023,52,0.0,24.900000000000002,68.01571428571428
Abia,2024,1,0.6799999999999999,26.87142857142857,82.20285714285714
Abia,2024,2,0.61,26.75857142857143,79.62
Abia,2024,3,0.0,23.994285714285716,62.285714285714285
Abia,2024,4,5.800000000000001,25.475714285714282,66.14285714285714
Abia,2024,5,0.0,25.37,66.96285714285715
Abia,2024,6,0.0,25.639999999999997,73.15428571428572
Abia,2024,7,0.06,28.012857142857143,80.97
Abia,2024,8,5.090000000000001,27.23,82.22857142857143
Abia,2024,9,6.710000000000001,27.315714285714286,85.29571428571428
Abia,2024,10,4.67,27.400000000000002,86.24
Abia,2024,11,3.31,28.095714285714283,84.89714285714285
Abia,2024,12,7.57,27.892857142857142,83.02714285714286
Abia,2024,13,7.55,27.885714285714283,86.23
Abia,2024,14,6.3,27.55,85.99428571428572
Abia,2024,15,21.04,27.282857142857146,84.91142857142857
Abia,2024,16,9.67,27.437142857142856,87.47142857142856
Abia,2024,17,42.21,27.97142857142857,86.77285714285713
Abia,2024,18,91.03,27.360000000000003,89.55999999999999
Abia,2024,19,5.16,27.527142857142856,87.87714285714286
Abia,2024,20,107.67,27.17142857142857,88.55714285714285
Abia,2024,21,33.09,26.722857142857144,87.29285714285713
Abia,2024,22,38.760000000000005,26.885714285714283,89.66285714285713
Abia,2024,23,28.48,26.395714285714288,90.21142857142857
Abia,2024,24,90.05999999999999,26.382857142857144,88.87142857142858
Abia,2024,25,99.39999999999999,26.572857142857142,88.45714285714287
Abia,2024,26,44.46,25.548571428571428,90.15142857142857
Abia,2024,27,68.35,25.434285714285714,91.16857142857144
Abia,2024,28,30.8,25.40285714285714,90.60428571428572
Abia,2024,29,90.98,25.321428571428573,90.91714285714285
Abia,2024,30,15.760000000000002,25.79,87.99142857142859
Abia,2024,31,17.83,25.322857142857142,88.15857142857143
Abia,2024,32,11.27,25.722857142857144,87.17999999999999
Abia,2024,33,16.71,25.224285714285713,90.02428571428571
Abia,2024,34,60.91,25.254285714285714,90.62714285714286
Abia,2024,35,18.49,25.68142857142857,88.67571428571429
Abia,2024,36,31.75,25.707142857142856,88.33857142857143
Abia,2024,37,45.78,25.777142857142856,90.63142857142857
Abia,2024,38,65.08,25.90285714285714,88.89571428571428
Abia,2024,39,46.0,25.57857142857143,89.0
Abia,2024,40,44.480000000000004,25.814285714285713,89.69428571428571
Abia,2024,41,45.25,25.548571428571428,89.55428571428571
Abia,2024,42,32.6,25.724285714285713,88.09714285714286
Abia,2024,43,34.01,26.318571428571428,89.36857142857143
Abia,2024,44,29.21,26.725714285714286,81.62714285714286
Abia,2024,45,4.88,25.815714285714286,83.31428571428572
Abia,2024,46,0.35,26.967142857142854,81.98285714285714
Abia,2024,47,0.25,25.988571428571426,77.31428571428572
Abia,2024,48,0.15000000000000002,25.365714285714287,70.56428571428572
Abia,2024,49,0.05,25.172857142857143,71.45714285714286
Abia,2024,50,0.0,25.445714285714285,71.4057142857143
Abia,2024,51,0.0,24.554285714285715,61.730000000000004
Abia,2024,52,0.02,25.505714285714287,67.63857142857144
Abia,2025,1,0.76,26.5,80.0657142857143
Abia,2025,2,0.0,25.24857142857143,65.41285714285713
Abia,2025,3,0.9600000000000001,25.895714285714288,77.91
Abia,2025,4,0.38,26.205714285714286,82.66142857142857
Abia,2025,5,0.11,26.052857142857142,76.87428571428572
Abia,2025,6,0.1,27.509999999999998,81.68285714285715
Abia,2025,7,0.08,27.364285714285717,74.65285714285714
Abia,2025,8,10.31,27.024285714285714,81.85857142857142
Abia,2025,9,11.55,27.434285714285714,81.69142857142857
Abia,2025,10,11.04,28.164285714285715,81.08285714285715
Abia,2025,11,13.08,27.867142857142856,83.73714285714286
Abia,2025,12,15.36,26.994285714285716,85.49000000000001
Abia,2025,13,2.83,27.89428571428571,82.77714285714285
Abia,2025,14,16.25,27.46142857142857,84.99714285714286
Abia,2025,15,30.23,27.267142857142858,86.60285714285715
Abia,2025,16,6.48,27.50857142857143,85.75714285714285
Abia,2025,17,39.52,26.807142857142857,87.96142857142857
Abia,2025,18,18.79,26.334285714285716,88.92714285714285
Abia,2025,19,26.95,26.90142857142857,86.14142857142858
Abia,2025,20,12.93,26.84714285714286,87.46857142857142
Abia,2025,21,20.78,26.658571428571427,88.00571428571428
Abia,2025,22,66.36,26.62857142857143,88.23
Abia,2025,23,89.38,26.511428571428574,86.88571428571429
Abia,2025,24,26.88,26.41857142857143,88.25285714285714
Abia,2025,25,43.13,25.94,88.03714285714285
Abia,2025,26,79.94,25.895714285714288,90.08714285714287
Abia,2025,27,110.54,25.05,90.69571428571429
Abia,2025,28,44.19,24.97714285714286,89.73285714285714
Abia,2025,29,52.22,25.360000000000003,88.21714285714286
Abia,2025,30,52.89,24.75,90.91714285714286
Abia,2025,31,32.64,25.240000000000002,88.76428571428572
Abia,2025,32,106.08,24.770000000000003,89.8442857142857
Abia,2025,33,13.59,25.00142857142857,87.29857142857144
Abia,2025,34,16.69,25.274285714285718,87.83714285714287
Abia,2025,35,10.65,25.110000000000003,87.6542857142857
Abia,2025,36,7.9399999999999995,25.18285714285714,88.8442857142857
Abia,2025,37,54.28,25.38714285714286,88.56142857142858
Abia,2025,38,70.38,25.512857142857143,88.94857142857143
Abia,2025,39,26.759999999999998,25.391428571428573,89.61285714285714
Abia,2025,40,39.99,24.945714285714285,90.13714285714286
Abia,2025,41,27.810000000000002,25.42142857142857,87.73714285714286
Abia,2025,42,79.14,25.502857142857145,88.89999999999999
Abia,2025,43,15.57,25.821428571428573,89.06285714285715
Abia,2025,44,48.8,26.11285714285714,88.4057142857143
Abia,2025,45,47.82,25.812857142857144,87.60571428571428
Abia,2025,46,21.48,26.132857142857144,86.84714285714287
Abia,2025,47,2.27,26.43857142857143,82.98142857142857
Abia,2025,48,3.01,27.005714285714284,83.85285714285715
Abia,2025,49,27.990000000000002,26.544285714285714,87.35428571428572
Abia,2025,50,8.12,26.06,86.07714285714285
Abia,2025,51,0.88,26.384285714285713,84.06428571428572
Abia,2025,52,0.35,26.952857142857145,83.68142857142857
Abia,2026,1,0.25,26.820000000000004,84.02666666666666
Adamawa,2020,53,0.0,29.12,28.103333333333335
Adamawa,2021,1,0.0,28.557142857142857,19.381428571428575
Adamawa,2021,2,0.0,26.884285714285713,18.247142857142858
Adamawa,2021,3,0.0,27.017142857142858,18.694285714285712
Adamawa,2021,4,0.0,29.23428571428571,18.777142857142856
Adamawa,2021,5,0.0,29.454285714285714,17.77
Adamawa,2021,6,0.0,28.697142857142858,12.6
Adamawa,2021,7,0.0,27.997142857142855,13.700000000000001
Adamawa,2021,8,0.0,30.174285714285713,15.644285714285715
Adamawa,2021,9,0.0,32.31142857142857,13.845714285714285
Adamawa,2021,10,9.09,32.20857142857143,34.121428571428574
Adamawa,2021,11,0.19,31.43142857142857,47.441428571428574
Adamawa,2021,12,0.78,32.112857142857145,35.51285714285714
Adamawa,2021,13,0.0,30.92142857142857,14.34142857142857
Adamawa,2021,14,1.45,33.387142857142855,31.12142857142857
Adamawa,2021,15,6.05,31.62,49.29857142857143
Adamawa,2021,16,1.0,32.54857142857143,48.160000000000004
Adamawa,2021,17,5.18,33.1,46.465714285714284
Adamawa,2021,18,16.48,30.497142857142858,56.644285714285715
Adamawa,2021,19,47.3,30.405714285714286,62.357142857142854
Adamawa,2021,20,31.68,30.312857142857144,62.17
Adamawa,2021,21,6.76,31.52,55.787142857142854
Adamawa,2021,22,37.61,29.398571428571426,67.05
Adamawa,2021,23,22.0,30.485714285714288,60.048571428571435
Adamawa,2021,24,34.35,28.599999999999998,70.95
Adamawa,2021,25,30.69,27.47142857142857,74.73571428571428
Adamawa,2021,26,81.6,25.965714285714284,82.11
Adamawa,2021,27,47.58,25.67142857142857,82.44857142857143
Adamawa,2021,28,59.39,25.564285714285713,83.38142857142857
Adamawa,2021,29,51.89,25.474285714285713,85.97
Adamawa,2021,30,21.03,25.277142857142856,84.12571428571428
Adamawa,2021,31,27.0,25.41857142857143,82.32142857142857
Adamawa,2021,32,73.9,25.267142857142858,84.7
Adamawa,2021,33,31.94,25.192857142857143,84.27
Adamawa,2021,34,42.68,26.33857142857143,81.78
Adamawa,2021,35,13.62,26.092857142857145,81.87142857142858
Adamawa,2021,36,50.540000000000006,26.307142857142857,81.13
Adamawa,2021,37,40.39,25.93285714285714,84.02428571428571
Adamawa,2021,38,90.54,26.005714285714284,83.71571428571428
Adamawa,2021,39,14.7,27.06,79.60571428571428
Adamawa,2021,40,23.78,27.924285714285713,75.58571428571429
Adamawa,2021,41,5.1,27.56714285714286,74.56142857142858
Adamawa,2021,42,11.37,27.207142857142856,77.56142857142858
Adamawa,2021,43,9.850000000000001,28.33142857142857,66.78
Adamawa,2021,44,22.99,28.312857142857144,63.93285714285714
Adamawa,2021,45,66.69,27.301428571428573,56.08
Adamawa,2021,46,1.51,27.587142857142858,53.43
Adamawa,2021,47,0.03,27.102857142857143,45.21
Adamawa,2021,48,0.01,26.56714285714286,41.621428571428574
Adamawa,2021,49,0.0,26.45,39.332857142857144
Adamawa,2021,50,0.0,25.138571428571428,38.432857142857145
Adamawa,2021,51,0.39,25.537142857142857,34.19428571428572
Adamawa,2021,52,3.21,24.744285714285716,36.13428571428572
Adamawa,2022,1,0.0,26.301428571428573,33.728571428571435
Adamawa,2022,2,0.0,27.4,29.784285714285716
Adamawa,2022,3,0.0,24.232857142857142,26.292857142857144
Adamawa,2022,4,0.0,25.12142857142857,22.345714285714287
Adamawa,2022,5,0.0,24.45,19.28
Adamawa,2022,6,0.0,27.5,17.764285714285712
Adamawa,2022,7,0.0,28.8,17.495714285714286
Adamawa,2022,8,0.0,29.09,15.184285714285712
Adamawa,2022,9,0.0,30.867142857142856,21.744285714285716
Adamawa,2022,10,0.07,32.10142857142857,39.635714285714286
Adamawa,2022,11,0.0,31.51571428571429,13.497142857142858
Adamawa,2022,12,0.12,32.294285714285714,20.419999999999998
Adamawa,2022,13,0.56,32.23428571428571,18.754285714285714
Adamawa,2022,14,24.36,32.86,48.48428571428571
Adamawa,2022,15,7.629999999999999,31.73428571428571,51.18857142857143
Adamawa,2022,16,66.06,30.005714285714284,62.41142857142857
Adamawa,2022,17,34.019999999999996,28.231428571428573,73.50142857142858
Adamawa,2022,18,16.99,28.24142857142857,74.28428571428572
Adamawa,2022,19,19.86,28.722857142857144,73.40285714285714
Adamawa,2022,20,80.75999999999999,28.445714285714285,72.10714285714286
Adamawa,2022,21,74.5,27.604285714285712,75.03285714285714
Adamawa,2022,22,23.08,27.641428571428573,75.57714285714285
Adamawa,2022,23,28.07,27.5,74.83571428571429
Adamawa,2022,24,42.58,27.009999999999998,76.37142857142858
Adamawa,2022,25,51.29,27.217142857142857,78.62142857142858
Adamawa,2022,26,40.79,26.27857142857143,80.52285714285713
Adamawa,2022,27,26.15,26.695714285714285,79.34285714285714
Adamawa,2022,28,75.2,26.055714285714284,82.70142857142856
Adamawa,2022,29,41.78,25.385714285714283,85.39857142857143
Adamawa,2022,30,61.5,24.934285714285714,87.27857142857144
Adamawa,2022,31,56.54,25.048571428571428,86.96428571428571
Adamawa,2022,32,52.74,25.32,86.87142857142858
Adamawa,2022,33,49.6,24.834285714285716,86.44000000000001
Adamawa,2022,34,65.79,24.687142857142856,86.82142857142857
Adamawa,2022,35,40.35,25.041428571428572,84.1557142857143
Adamawa,2022,36,84.31,25.32,86.4042857142857
Adamawa,2022,37,27.979999999999997,25.72714285714286,85.29857142857144
Adamawa,2022,38,20.62,26.457142857142856,79.55428571428571
Adamawa,2022,39,15.53,26.00857142857143,81.03428571428572
Adamawa,2022,40,33.23,25.027142857142856,83.80714285714285
Adamawa,2022,41,3.8000000000000003,26.314285714285713,79.92285714285715
Adamawa,2022,42,4.369999999999999,27.23857142857143,73.26428571428572
Adamawa,2022,43,0.48,26.490000000000002,64.78999999999999
Adamawa,2022,44,0.12,26.24142857142857,57.96857142857142
Adamawa,2022,45,0.0,26.891428571428573,54.354285714285716
Adamawa,2022,46,0.0,26.16142857142857,49.52428571428572
Adamawa,2022,47,0.0,25.451428571428572,43.93571428571429
Adamawa,2022,48,0.0,26.048571428571428,45.40571428571429
Adamawa,2022,49,0.0,25.442857142857143,37.941428571428574
Adamawa,2022,50,0.0,25.615714285714287,35.73
Adamawa,2022,51,0.0,22.715714285714284,37.43571428571429
Adamawa,2022,52,0.0,23.625714285714285,33.70285714285715
Adamawa,2023,1,0.0,25.422857142857143,33.70142857142857
Adamawa,2023,2,0.0,24.42142857142857,28.695714285714285
Adamawa,2023,3,0.0,26.594285714285714,27.407142857142855
Adamawa,2023,4,0.0,28.935714285714287,27.512857142857143
Adamawa,2023,5,0.0,30.027142857142856,22.975714285714282
Adamawa,2023,6,0.0,28.697142857142858,16.465714285714284
Adamawa,2023,7,0.0,27.395714285714288,18.265714285714285
Adamawa,2023,8,0.0,30.174285714285713,17.102857142857143
Adamawa,2023,9,6.88,31.592857142857145,29.33857142857143
Adamawa,2023,10,0.32,31.444285714285716,31.96857142857143
Adamawa,2023,11,0.03,30.31714285714286,24.975714285714282
Adamawa,2023,12,0.56,31.291428571428572,40.832857142857144
Adamawa,2023,13,0.0,31.318571428571428,21.164285714285715
Adamawa,2023,14,4.99,32.817142857142855,35.38428571428572
Adamawa,2023,15,1.6,32.81285714285714,37.855714285714285
Adamawa,2023,16,8.31,33.67714285714286,45.00857142857143
Adamawa,2023,17,14.850000000000001,30.95285714285714,54.05428571428571
Adamawa,2023,18,7.279999999999999,31.874285714285715,48.18857142857143
Adamawa,2023,19,15.94,32.50571428571429,48.40857142857143
Adamawa,2023,20,18.46,32.607142857142854,52.91857142857143
Adamawa,2023,21,14.86,32.104285714285716,56.098571428571425
Adamawa,2023,22,4.52,31.148571428571426,56.355714285714285
Adamawa,2023,23,35.5,27.99857142857143,73.37571428571428
Adamawa,2023,24,6.7,29.520000000000003,63.14142857142857
Adamawa,2023,25,27.19,29.099999999999998,64.39857142857143
Adamawa,2023,26,28.66,29.294285714285714,66.50142857142858
Adamawa,2023,27,15.16,28.591428571428573,66.22428571428571
Adamawa,2023,28,11.16,30.259999999999998,59.355714285714285
Adamawa,2023,29,22.54,29.455714285714286,65.03142857142858
Adamawa,2023,30,12.33,28.872857142857146,67.66142857142857
Adamawa,2023,31,31.56,27.957142857142856,72.07142857142857
Adamawa,2023,32,25.3,26.541428571428572,77.92142857142858
Adamawa,2023,33,30.23,27.86285714285714,73.97285714285714
Adamawa,2023,34,22.75,28.03857142857143,71.98571428571428
Adamawa,2023,35,25.92,27.51571428571429,74.07714285714285
Adamawa,2023,36,47.419999999999995,27.55857142857143,74.73428571428572
Adamawa,2023,37,19.55,26.964285714285715,78.41285714285713
Adamawa,2023,38,12.59,27.93857142857143,72.83428571428571
Adamawa,2023,39,21.85,29.10571428571429,67.19857142857143
Adamawa,2023,40,14.57,29.537142857142857,66.02142857142857
Adamawa,2023,41,4.41,30.374285714285715,60.49
Adamawa,2023,42,3.94,30.72714285714286,56.262857142857136
Adamawa,2023,43,0.01,31.25857142857143,41.67857142857143
Adamawa,2023,44,1.59,31.571428571428573,50.550000000000004
Adamawa,2023,45,0.02,31.881428571428575,38.44857142857143
Adamawa,2023,46,1.8,30.267142857142858,42.465714285714284
Adamawa,2023,47,0.01,30.39428571428571,32.5
Adamawa,2023,48,0.0,30.382857142857144,26.755714285714284
Adamawa,2023,49,0.0,28.482857142857142,22.095714285714287
Adamawa,2023,50,0.0,26.48857142857143,24.00142857142857
Adamawa,2023,51,0.0,28.474285714285713,21.28857142857143
Adamawa,2023,52,0.0,27.385714285714283,20.825714285714287
Adamawa,2024,1,0.0,28.087142857142858,16.860000000000003
Adamawa,2024,2,0.0,26.672857142857143,12.299999999999999
Adamawa,2024,3,0.0,26.01571428571429,12.15
Adamawa,2024,4,0.0,26.88,14.835714285714285
Adamawa,2024,5,0.0,28.447142857142858,15.667142857142858
Adamawa,2024,6,0.0,28.68857142857143,15.498571428571429
Adamawa,2024,7,0.0,30.61285714285714,12.355714285714285
Adamawa,2024,8,0.04,32.10857142857143,18.158571428571427
Adamawa,2024,9,0.11,33.99285714285715,20.92142857142857
Adamawa,2024,10,0.03,35.309999999999995,27.835714285714285
Adamawa,2024,11,6.96,34.39,24.75857142857143
Adamawa,2024,12,0.0,32.64714285714286,15.438571428571427
Adamawa,2024,13,0.0,34.44714285714286,18.935714285714287
Adamawa,2024,14,0.01,34.94857142857143,34.61
Adamawa,2024,15,0.8300000000000001,34.355714285714285,28.645714285714284
Adamawa,2024,16,10.59,34.51571428571429,41.29571428571428
Adamawa,2024,17,5.03,35.0,43.26
Adamawa,2024,18,15.09,32.47571428571429,56.91857142857143
Adamawa,2024,19,6.21,32.862857142857145,53.761428571428574
Adamawa,2024,20,0.48,32.88285714285714,49.57142857142857
Adamawa,2024,21,4.86,34.09285714285714,45.339999999999996
Adamawa,2024,22,12.68,33.05428571428571,50.34428571428572
Adamawa,2024,23,6.7299999999999995,32.54142857142857,52.54857142857143
Adamawa,2024,24,10.84,31.99285714285714,53.06
Adamawa,2024,25,18.27,30.944285714285716,58.36571428571428
Adamawa,2024,26,40.269999999999996,29.24857142857143,68.31285714285714
Adamawa,2024,27,15.53,28.937142857142856,67.86
Adamawa,2024,28,3.17,29.310000000000002,62.55428571428571
Adamawa,2024,29,369.04,26.054285714285715,87.14714285714285
Adamawa,2024,30,254.88,25.37,88.60428571428572
Adamawa,2024,31,52.22,25.47142857142857,87.69857142857143
Adamawa,2024,32,9.56,25.714285714285715,86.00285714285714
Adamawa,2024,33,11.2,25.284285714285716,84.82285714285715
Adamawa,2024,34,33.019999999999996,25.155714285714286,86.33857142857143
Adamawa,2024,35,18.95,25.71142857142857,83.90428571428572
Adamawa,2024,36,39.78,25.37142857142857,84.82428571428571
Adamawa,2024,37,7.07,26.724285714285713,82.23428571428572
Adamawa,2024,38,18.189999999999998,26.59857142857143,80.34
Adamawa,2024,39,45.75,26.747142857142858,79.34571428571428
Adamawa,2024,40,26.96,26.625714285714285,80.42714285714285
Adamawa,2024,41,3.31,27.215714285714284,77.23857142857142
Adamawa,2024,42,12.3,27.465714285714284,73.9157142857143
Adamawa,2024,43,0.21000000000000002,27.48,66.55857142857143
Adamawa,2024,44,0.0,26.50714285714286,56.715714285714284
Adamawa,2024,45,0.0,26.56714285714286,54.42857142857143
Adamawa,2024,46,0.0,26.49142857142857,48.205714285714286
Adamawa,2024,47,0.0,25.47142857142857,42.26142857142857
Adamawa,2024,48,0.0,24.055714285714284,41.07714285714286
Adamawa,2024,49,0.0,24.87142857142857,39.39142857142857
